#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=IRISDMC,https://www.earthscope.org/data/
UW|QWLM|45.59974|-122.75038|26.6|Portland, OR, USA|2012-03-06T00:00:00|2019-01-25T00:00:00
UW|QWZR|45.53233|-122.73374|229.3|Portland, OR, USA|2011-12-15T00:00:00|2019-01-25T00:00:00
UW|RADR|46.42181|-123.79897|591.4|Radar Ridge, Naselle, WA|2011-01-20T00:00:00|2599-12-31T23:59:59
UW|RNO|43.916199|-123.72496|850.0|Roman Nose, OR, USA|1991-09-25T00:00:00|2020-11-10T00:00:00
UW|ROSS|45.66178|-122.65815|61.0|Ross BPA, Vancouver, WA, USA|1999-07-21T00:00:00|2599-12-31T23:59:59
UW|RRHS|46.79942|-123.04165|48.9|Rochester High School, Rochester, WA, USA|2001-06-20T00:00:00|2599-12-31T23:59:59
UW|RVW|46.14975|-122.742996|504.0|Rose Valley|1981-02-01T00:00:00|2018-08-17T00:00:00
UW|SEAS|45.9976|-123.92449|4.62|Seaside Museum, Seaside, OR, USA|2004-01-30T00:00:00|2599-12-31T23:59:59
UW|SMW|47.31945|-123.34445|877.0|South Mtn., WA, USA|1975-03-01T00:00:00|2021-12-06T00:00:00
UW|STW|48.150669|-123.671059|318.4|Striped Peak, Port Angeles, WA, USA|1973-06-01T00:00:00|2599-12-31T23:59:59
UW|TAKO|43.74313|-124.08337|12.0|Reedsport, OR, USA|2001-10-24T00:00:00|2599-12-31T23:59:59
UW|TOLO|44.62161|-123.92305|12.0|Toledo, OR, USA|2001-10-23T00:00:00|2599-12-31T23:59:59
UW|WISH|47.11698|-123.77118|45.0|Wishka, WA, USA|2004-04-20T00:00:00|2599-12-31T23:59:59
UW|WPO|45.57283|-122.790527|335.4|West Portland, OR, USA|1986-10-16T00:00:00|2599-12-31T23:59:59
UW|YACT|45.9325|-122.4193|214.0|Yacolt, WA, USA|2005-05-10T00:00:00|2599-12-31T23:59:59
X6|01|44.259602|-125.329803|-2990.0|SIO OBS ID 01|2012-06-09T00:00:00|2012-07-11T23:59:59
X6|02|44.391602|-125.370499|-2972.0|SIO OBS ID 02|2012-06-09T00:00:00|2012-07-11T23:59:59
X6|03|44.5396|-125.415497|-2932.0|SIO OBS ID 03|2012-06-09T00:00:00|2012-07-11T23:59:59
X6|07|45.091999|-125.5858|-2734.0|SIO OBS ID 07|2012-06-09T00:00:00|2012-07-11T23:59:59
X6|08|45.237999|-125.632301|-2678.0|SIO OBS ID 08|2012-06-09T00:00:00|2012-07-11T23:59:59
X6|09|45.383598|-125.677902|-2621.0|SIO OBS ID 09|2012-06-09T00:00:00|2012-06-26T23:59:59
X6|10|45.527802|-125.723099|-2489.0|SIO OBS ID 10|2012-06-09T00:00:00|2012-06-26T23:59:59
